district	fips	year	party	score	std_shock_end_1	std_shock_end_2	std_shock_end_3	std_shock_end_4	std_shock_end_5	std_shock_end_10	std_shock_exo_1	std_shock_exo_2	std_shock_exo_3	std_shock_exo_4	std_shock_exo_5	std_shock_exo_10	district1	state
"NY70"	36061.0	2008.0	"D"	97.0	-0.3685914	-0.31842577	-0.2832409	-0.2143437	-0.16269621	-0.19619963	-0.047756266	-0.08110905	-0.07691674	0.007844194	0.20069194	0.07650534	985	"NY"
"NY65"	36061.0	2008.0	"D"	100.0	-0.3685914	-0.31842577	-0.2832409	-0.2143437	-0.16269621	-0.19619963	-0.047756266	-0.08110905	-0.07691674	0.007844194	0.20069194	0.07650534	980	"NY"
"NY67"	36061.0	2008.0	"D"	100.0	-0.3685914	-0.31842577	-0.2832409	-0.2143437	-0.16269621	-0.19619963	-0.047756266	-0.08110905	-0.07691674	0.007844194	0.20069194	0.07650534	982	"NY"
"NY65"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	980	"NY"
"NY72"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	987	"NY"
"NY68"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	983	"NY"
"NY67"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	982	"NY"
"NY71"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	986	"NY"
"NY70"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	985	"NY"
"NY64"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	979	"NY"
"NY66"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	981	"NY"
"NY74"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	989	"NY"
"NY73"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	988	"NY"
"NY75"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	990	"NY"
"NY69"	36061.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	984	"NY"
"NY71"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	986	"NY"
"NY67"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	982	"NY"
"NY65"	36061.0	2010.0	"D"	89.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	980	"NY"
"NY72"	36061.0	2010.0	"D"	89.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	987	"NY"
"NY73"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	988	"NY"
"NY66"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	981	"NY"
"NY74"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	989	"NY"
"NY69"	36061.0	2010.0	"D"	89.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	984	"NY"
"NY64"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	979	"NY"
"NY75"	36061.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	990	"NY"
"NY64"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	979	"NY"
"NY69"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	984	"NY"
"NY74"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	989	"NY"
"NY70"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	985	"NY"
"NY67"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	982	"NY"
"NY71"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	986	"NY"
"NY73"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	988	"NY"
"NY72"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	987	"NY"
"NY75"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	990	"NY"
"NY65"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	980	"NY"
"NY68"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	983	"NY"
"NY66"	36061.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	981	"NY"
"NY116"	36065.0	2006.0	"D"	87.0	0.2912499	0.23690665	0.5172046	0.4324011	0.36006337	0.10374019	0.4006589	0.5194548	0.8243009	1.0655034	0.77212757	0.1700674	896	"NY"
"NY115"	36065.0	2006.0	"R"	71.0	0.2912499	0.23690665	0.5172046	0.4324011	0.36006337	0.10374019	0.4006589	0.5194548	0.8243009	1.0655034	0.77212757	0.1700674	895	"NY"
"NY115"	36065.0	2007.0	"R"	84.0	-0.18759207	0.02198733	-0.008107438	0.31738245	0.2644799	-0.14418602	0.2967537	0.35039875	0.46655917	0.76504195	0.99827725	0.28459144	895	"NY"
"NY116"	36065.0	2007.0	"D"	97.0	-0.18759207	0.02198733	-0.008107438	0.31738245	0.2644799	-0.14418602	0.2967537	0.35039875	0.46655917	0.76504195	0.99827725	0.28459144	896	"NY"
"NY116"	36065.0	2008.0	"D"	99.0	-0.34042883	-0.30145952	-0.16459236	-0.14955477	0.025789076	-0.16773443	-0.10091443	0.04220506	0.12428738	0.2520133	0.51315945	0.42819116	896	"NY"
"NY115"	36065.0	2008.0	"R"	86.0	-0.34042883	-0.30145952	-0.16459236	-0.14955477	0.025789076	-0.16773443	-0.10091443	0.04220506	0.12428738	0.2520133	0.51315945	0.42819116	895	"NY"
"NY115"	36065.0	2009.0	"R"	69.0	-1.2861983	-0.92444515	-0.6900417	-0.54921174	-0.47699317	-0.19942564	-1.2820156	-0.8832779	-0.6685639	-0.51543236	-0.36016285	-0.17355567	895	"NY"
"NY116"	36065.0	2009.0	"D"	94.0	-1.2861983	-0.92444515	-0.6900417	-0.54921174	-0.47699317	-0.19942564	-1.2820156	-0.8832779	-0.6685639	-0.51543236	-0.36016285	-0.17355567	896	"NY"
"NY116"	36065.0	2010.0	"D"	84.0	0.13555989	-0.7598605	-0.6611578	-0.606981	-0.51738447	-0.20645458	0.5533199	-0.62268716	-0.5893559	-0.4795615	-0.3712801	-0.28163502	896	"NY"
"NY115"	36065.0	2010.0	"R"	76.0	0.13555989	-0.7598605	-0.6611578	-0.606981	-0.51738447	-0.20645458	0.5533199	-0.62268716	-0.5893559	-0.4795615	-0.3712801	-0.28163502	895	"NY"
"NY115"	36065.0	2011.0	"R"	50.0	-0.07855251	-0.04498591	-0.60035694	-0.609752	-0.58630055	-0.21141267	0.16368255	0.37456658	-0.49483955	-0.4995922	-0.42256302	-0.1315172	895	"NY"
"NY116"	36065.0	2011.0	"D"	97.0	-0.07855251	-0.04498591	-0.60035694	-0.609752	-0.58630055	-0.21141267	0.16368255	0.37456658	-0.49483955	-0.4995922	-0.42256302	-0.1315172	896	"NY"
"NY119"	36067.0	2006.0	"D"	100.0	0.2912499	0.23690665	0.5172046	0.4324011	0.36006337	0.10374019	0.4006589	0.5194548	0.8243009	1.0655034	0.77212757	0.1700674	899	"NY"
"NY120"	36067.0	2006.0	"D"	100.0	0.2912499	0.23690665	0.5172046	0.4324011	0.36006337	0.10374019	0.4006589	0.5194548	0.8243009	1.0655034	0.77212757	0.1700674	901	"NY"
"NY121"	36067.0	2006.0	"R"	75.0	0.2912499	0.23690665	0.5172046	0.4324011	0.36006337	0.10374019	0.4006589	0.5194548	0.8243009	1.0655034	0.77212757	0.1700674	902	"NY"
"NY119"	36067.0	2007.0	"D"	99.0	-0.18759207	0.02198733	-0.008107438	0.31738245	0.2644799	-0.14418602	0.2967537	0.35039875	0.46655917	0.76504195	0.99827725	0.28459144	899	"NY"
"NY121"	36067.0	2007.0	"D"	100.0	-0.18759207	0.02198733	-0.008107438	0.31738245	0.2644799	-0.14418602	0.2967537	0.35039875	0.46655917	0.76504195	0.99827725	0.28459144	902	"NY"
"NY120"	36067.0	2007.0	"D"	100.0	-0.18759207	0.02198733	-0.008107438	0.31738245	0.2644799	-0.14418602	0.2967537	0.35039875	0.46655917	0.76504195	0.99827725	0.28459144	901	"NY"
"NY121"	36067.0	2008.0	"D"	97.0	-0.34042883	-0.30145952	-0.16459236	-0.14955477	0.025789076	-0.16773443	-0.10091443	0.04220506	0.12428738	0.2520133	0.51315945	0.42819116	902	"NY"
"NY120"	36067.0	2008.0	"D"	100.0	-0.34042883	-0.30145952	-0.16459236	-0.14955477	0.025789076	-0.16773443	-0.10091443	0.04220506	0.12428738	0.2520133	0.51315945	0.42819116	901	"NY"
"NY119"	36067.0	2008.0	"D"	100.0	-0.34042883	-0.30145952	-0.16459236	-0.14955477	0.025789076	-0.16773443	-0.10091443	0.04220506	0.12428738	0.2520133	0.51315945	0.42819116	899	"NY"
"NY120"	36067.0	2009.0	"D"	100.0	-1.2861983	-0.92444515	-0.6900417	-0.54921174	-0.47699317	-0.19942564	-1.2820156	-0.8832779	-0.6685639	-0.51543236	-0.36016285	-0.17355567	901	"NY"
"NY121"	36067.0	2009.0	"D"	94.0	-1.2861983	-0.92444515	-0.6900417	-0.54921174	-0.47699317	-0.19942564	-1.2820156	-0.8832779	-0.6685639	-0.51543236	-0.36016285	-0.17355567	902	"NY"
"NY120"	36067.0	2010.0	"D"	90.0	0.13555989	-0.7598605	-0.6611578	-0.606981	-0.51738447	-0.20645458	0.5533199	-0.62268716	-0.5893559	-0.4795615	-0.3712801	-0.28163502	901	"NY"
"NY119"	36067.0	2010.0	"D"	73.0	0.13555989	-0.7598605	-0.6611578	-0.606981	-0.51738447	-0.20645458	0.5533199	-0.62268716	-0.5893559	-0.4795615	-0.3712801	-0.28163502	899	"NY"
"NY121"	36067.0	2010.0	"D"	90.0	0.13555989	-0.7598605	-0.6611578	-0.606981	-0.51738447	-0.20645458	0.5533199	-0.62268716	-0.5893559	-0.4795615	-0.3712801	-0.28163502	902	"NY"
"NY121"	36067.0	2011.0	"R"	42.0	-0.07855251	-0.04498591	-0.60035694	-0.609752	-0.58630055	-0.21141267	0.16368255	0.37456658	-0.49483955	-0.4995922	-0.42256302	-0.1315172	902	"NY"
"NY119"	36067.0	2011.0	"D"	100.0	-0.07855251	-0.04498591	-0.60035694	-0.609752	-0.58630055	-0.21141267	0.16368255	0.37456658	-0.49483955	-0.4995922	-0.42256302	-0.1315172	899	"NY"
"NY130"	36069.0	2006.0	"R"	75.0	0.069201194	0.05527665	0.21828677	0.14383821	0.059259478	-0.17179994	0.45232308	0.6204441	0.9605392	1.1691082	0.86307067	0.1424291	911	"NY"
"NY130"	36069.0	2007.0	"R"	76.0	-0.20202649	-0.10499248	-0.10023398	0.05499314	-5.334071E-4	-0.18163183	0.089082986	0.2633825	0.45722225	0.8014691	1.0178704	0.24767064	911	"NY"
"NY130"	36069.0	2008.0	"R"	70.0	-0.26677042	-0.2762877	-0.22133374	-0.2025029	-0.08734291	-0.19141221	0.11982058	0.041830473	0.1461934	0.31593296	0.60464406	0.42499724	911	"NY"
"NY130"	36069.0	2009.0	"R"	56.0	-1.2258413	-0.85314894	-0.64336	-0.5602274	-0.49699843	-0.21829937	-1.5943964	-0.9450988	-0.7459546	-0.54443175	-0.349057	-0.11711503	911	"NY"
"NY130"	36069.0	2010.0	"R"	54.0	0.041516468	-0.75089544	-0.62581193	-0.575659	-0.52469844	-0.22196956	0.8315575	-0.6692135	-0.53674775	-0.47174168	-0.34313655	-0.15935667	911	"NY"
"NY130"	36069.0	2011.0	"R"	52.0	-0.05075079	-0.06478087	-0.57262295	-0.5749837	-0.5625153	-0.21857873	0.5678347	0.7854462	-0.39915657	-0.3502684	-0.3381724	0.011936893	911	"NY"
"NY97"	36071.0	2006.0	"R"	73.0	-0.029869437	-0.090801485	0.065392315	-0.01683093	-0.0828145	-0.17990902	0.096731134	0.20893374	0.43417576	0.6803234	0.64515036	0.21570271	1012	"NY"
"NY96"	36071.0	2006.0	"R"	78.0	-0.029869437	-0.090801485	0.065392315	-0.01683093	-0.0828145	-0.17990902	0.096731134	0.20893374	0.43417576	0.6803234	0.64515036	0.21570271	1011	"NY"
"NY96"	36071.0	2007.0	"R"	84.0	-0.34575498	-0.26062468	-0.25336337	-0.15967451	-0.20102288	-0.19842276	-0.10714672	-0.055599347	0.06339657	0.2849373	0.5056235	0.13273348	1011	"NY"
"NY97"	36071.0	2007.0	"R"	84.0	-0.34575498	-0.26062468	-0.25336337	-0.15967451	-0.20102288	-0.19842276	-0.10714672	-0.055599347	0.06339657	0.2849373	0.5056235	0.13273348	1012	"NY"
"NY97"	36071.0	2008.0	"R"	87.0	-0.4912125	-0.4852766	-0.39947185	-0.3916771	-0.32356483	-0.21170379	-0.13074447	-0.21560322	-0.20541812	-0.101487994	0.08731932	0.22276735	1012	"NY"
"NY96"	36071.0	2008.0	"R"	76.0	-0.4912125	-0.4852766	-0.39947185	-0.3916771	-0.32356483	-0.21170379	-0.13074447	-0.21560322	-0.20541812	-0.101487994	0.08731932	0.22276735	1011	"NY"
"NY96"	36071.0	2009.0	"R"	63.0	-1.0982558	-0.88089925	-0.7197059	-0.606694	-0.53797895	-0.20333806	-1.262811	-0.8696744	-0.7648909	-0.6596642	-0.53221947	-0.29493117	1011	"NY"
"NY97"	36071.0	2009.0	"R"	65.0	-1.0982558	-0.88089925	-0.7197059	-0.606694	-0.53797895	-0.20333806	-1.262811	-0.8696744	-0.7648909	-0.6596642	-0.53221947	-0.29493117	1012	"NY"
"NY96"	36071.0	2010.0	"R"	56.0	0.1494044	-0.6454329	-0.6231278	-0.6113027	-0.5701073	-0.23251218	0.5059401	-0.61410564	-0.5820181	-0.57014173	-0.510998	-0.32531092	1011	"NY"
"NY97"	36071.0	2010.0	"R"	59.0	0.1494044	-0.6454329	-0.6231278	-0.6113027	-0.5701073	-0.23251218	0.5059401	-0.61410564	-0.5820181	-0.57014173	-0.510998	-0.32531092	1012	"NY"
"NY96"	36071.0	2011.0	"D"	56.0	-0.20961326	-0.10688538	-0.5576664	-0.6027616	-0.6019784	-0.22948053	-4.4073944E-4	0.27999577	-0.54597557	-0.53243	-0.52190804	-0.26055226	1011	"NY"
"NY97"	36071.0	2011.0	"R"	54.0	-0.20961326	-0.10688538	-0.5576664	-0.6027616	-0.6019784	-0.22948053	-4.4073944E-4	0.27999577	-0.54597557	-0.53243	-0.52190804	-0.26055226	1012	"NY"
"NY139"	36073.0	2006.0	"R"	51.0	0.069201194	0.05527665	0.21828677	0.14383821	0.059259478	-0.17179994	0.45232308	0.6204441	0.9605392	1.1691082	0.86307067	0.1424291	916	"NY"
"NY139"	36073.0	2007.0	"R"	70.0	-0.20202649	-0.10499248	-0.10023398	0.05499314	-5.334071E-4	-0.18163183	0.089082986	0.2633825	0.45722225	0.8014691	1.0178704	0.24767064	916	"NY"
"NY139"	36073.0	2008.0	"R"	63.0	-0.26677042	-0.2762877	-0.22133374	-0.2025029	-0.08734291	-0.19141221	0.11982058	0.041830473	0.1461934	0.31593296	0.60464406	0.42499724	916	"NY"
"NY139"	36073.0	2009.0	"R"	44.0	-1.2258413	-0.85314894	-0.64336	-0.5602274	-0.49699843	-0.21829937	-1.5943964	-0.9450988	-0.7459546	-0.54443175	-0.349057	-0.11711503	916	"NY"
"NY139"	36073.0	2010.0	"R"	41.0	0.041516468	-0.75089544	-0.62581193	-0.575659	-0.52469844	-0.22196956	0.8315575	-0.6692135	-0.53674775	-0.47174168	-0.34313655	-0.15935667	916	"NY"
"NY139"	36073.0	2011.0	"R"	48.0	-0.05075079	-0.06478087	-0.57262295	-0.5749837	-0.5625153	-0.21857873	0.5678347	0.7854462	-0.39915657	-0.3502684	-0.3381724	0.011936893	916	"NY"
"NY124"	36075.0	2006.0	"R"	78.0	0.2912499	0.23690665	0.5172046	0.4324011	0.36006337	0.10374019	0.4006589	0.5194548	0.8243009	1.0655034	0.77212757	0.1700674	905	"NY"
"NY124"	36075.0	2007.0	"R"	74.0	-0.18759207	0.02198733	-0.008107438	0.31738245	0.2644799	-0.14418602	0.2967537	0.35039875	0.46655917	0.76504195	0.99827725	0.28459144	905	"NY"
"NY124"	36075.0	2008.0	"R"	66.0	-0.34042883	-0.30145952	-0.16459236	-0.14955477	0.025789076	-0.16773443	-0.10091443	0.04220506	0.12428738	0.2520133	0.51315945	0.42819116	905	"NY"
"NY124"	36075.0	2009.0	"R"	54.0	-1.2861983	-0.92444515	-0.6900417	-0.54921174	-0.47699317	-0.19942564	-1.2820156	-0.8832779	-0.6685639	-0.51543236	-0.36016285	-0.17355567	905	"NY"
"NY124"	36075.0	2010.0	"R"	46.0	0.13555989	-0.7598605	-0.6611578	-0.606981	-0.51738447	-0.20645458	0.5533199	-0.62268716	-0.5893559	-0.4795615	-0.3712801	-0.28163502	905	"NY"
"NY124"	36075.0	2011.0	"R"	42.0	-0.07855251	-0.04498591	-0.60035694	-0.609752	-0.58630055	-0.21141267	0.16368255	0.37456658	-0.49483955	-0.4995922	-0.42256302	-0.1315172	905	"NY"
"NY90"	36079.0	2006.0	"D"	99.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	1006	"NY"
"NY99"	36079.0	2006.0	"R"	98.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	1014	"NY"
"NY90"	36079.0	2007.0	"D"	100.0	-0.15935872	-0.15203977	-0.062456407	-3.103909E-4	-0.029196916	-0.18723227	0.02186437	0.034598134	0.115750924	0.34039855	0.5141908	-0.13984536	1006	"NY"
"NY99"	36079.0	2007.0	"R"	79.0	-0.15935872	-0.15203977	-0.062456407	-3.103909E-4	-0.029196916	-0.18723227	0.02186437	0.034598134	0.115750924	0.34039855	0.5141908	-0.13984536	1014	"NY"
"NY90"	36079.0	2008.0	"D"	100.0	-0.3685914	-0.31842577	-0.2832409	-0.2143437	-0.16269621	-0.19619963	-0.047756266	-0.08110905	-0.07691674	0.007844194	0.20069194	0.07650534	1006	"NY"
"NY99"	36079.0	2008.0	"R"	88.0	-0.3685914	-0.31842577	-0.2832409	-0.2143437	-0.16269621	-0.19619963	-0.047756266	-0.08110905	-0.07691674	0.007844194	0.20069194	0.07650534	1014	"NY"
"NY90"	36079.0	2009.0	"D"	100.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	1006	"NY"
"NY99"	36079.0	2009.0	"R"	71.0	-1.0416163	-0.79048127	-0.5984218	-0.5288646	-0.4420657	-0.21657737	-1.0096413	-0.6816514	-0.57974267	-0.4871378	-0.3729937	-0.29990095	1014	"NY"
"NY90"	36079.0	2010.0	"D"	90.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	1006	"NY"
"NY99"	36079.0	2010.0	"R"	78.0	0.04820948	-0.6291339	-0.5746419	-0.5271299	-0.49618027	-0.21616462	0.20750628	-0.5877265	-0.53441495	-0.48692343	-0.42471403	-0.39570355	1014	"NY"
"NY90"	36079.0	2011.0	"D"	100.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	1006	"NY"
"NY99"	36079.0	2011.0	"R"	43.0	-0.11053177	-0.086685576	-0.5210972	-0.54897803	-0.5312327	-0.21255593	0.125502	0.12446017	-0.47562665	-0.45964068	-0.43361008	-0.2966026	1014	"NY"
"NY39"	36081.0	2006.0	"D"	96.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	954	"NY"
"NY32"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	947	"NY"
"NY31"	36081.0	2006.0	"D"	99.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	946	"NY"
"NY22"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	937	"NY"
"NY30"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	945	"NY"
"NY38"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	953	"NY"
"NY33"	36081.0	2006.0	"D"	99.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	948	"NY"
"NY37"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	952	"NY"
"NY27"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	941	"NY"
"NY26"	36081.0	2006.0	"D"	95.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	940	"NY"
"NY24"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	938	"NY"
"NY28"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	942	"NY"
"NY35"	36081.0	2006.0	"D"	97.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	950	"NY"
"NY25"	36081.0	2006.0	"D"	99.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	939	"NY"
"NY54"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	969	"NY"
"NY29"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	943	"NY"
"NY36"	36081.0	2006.0	"D"	100.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	951	"NY"
"NY34"	36081.0	2006.0		86.0	-0.011372553	0.11306683	0.14341553	0.09629248	0.04458447	-0.1764337	0.13777497	0.21509899	0.4471999	0.6251956	0.40578452	-0.18368249	949	"NY"
