district	fips	year	party	score	std_shock_end_1	std_shock_end_2	std_shock_end_3	std_shock_end_4	std_shock_end_5	std_shock_end_10	std_shock_exo_1	std_shock_exo_2	std_shock_exo_3	std_shock_exo_4	std_shock_exo_5	std_shock_exo_10	district1	state
"CA20"	6001.0	2003.0	"D"	70.0	0.2742882	0.3050713	-0.0052188416	-0.100459866	-0.12397868	-0.055985138	1.0284387	0.5475726	0.057119302	0.3027597	0.35433134	0.5931132	12	"CA"
"CA16"	6001.0	2003.0	"D"	100.0	0.2742882	0.3050713	-0.0052188416	-0.100459866	-0.12397868	-0.055985138	1.0284387	0.5475726	0.057119302	0.3027597	0.35433134	0.5931132	7	"CA"
"CA18"	6001.0	2003.0	"D"	100.0	0.2742882	0.3050713	-0.0052188416	-0.100459866	-0.12397868	-0.055985138	1.0284387	0.5475726	0.057119302	0.3027597	0.35433134	0.5931132	9	"CA"
"CA16"	6001.0	2004.0	"D"	100.0	0.9549314	0.78686696	0.6860373	0.38902506	0.1511011	-0.1655723	1.5387017	1.6506362	1.1859177	0.55912167	0.7802958	0.6022997	7	"CA"
"CA20"	6001.0	2004.0	"D"	45.0	0.9549314	0.78686696	0.6860373	0.38902506	0.1511011	-0.1655723	1.5387017	1.6506362	1.1859177	0.55912167	0.7802958	0.6022997	12	"CA"
"CA18"	6001.0	2004.0	"D"	82.0	0.9549314	0.78686696	0.6860373	0.38902506	0.1511011	-0.1655723	1.5387017	1.6506362	1.1859177	0.55912167	0.7802958	0.6022997	9	"CA"
"CA20"	6001.0	2005.0	"D"	50.0	0.15587541	0.6692487	0.627655	0.79078275	0.56344444	0.2528683	0.5870585	1.272219	1.5680292	1.2477866	0.7014145	0.34759775	12	"CA"
"CA18"	6001.0	2005.0	"D"	100.0	0.15587541	0.6692487	0.627655	0.79078275	0.56344444	0.2528683	0.5870585	1.272219	1.5680292	1.2477866	0.7014145	0.34759775	9	"CA"
"CA16"	6001.0	2005.0	"D"	100.0	0.15587541	0.6692487	0.627655	0.79078275	0.56344444	0.2528683	0.5870585	1.272219	1.5680292	1.2477866	0.7014145	0.34759775	7	"CA"
"CA18"	6001.0	2006.0	"D"	91.0	0.2386319	0.21091269	0.57050633	0.5920996	0.7058525	0.75912154	0.18975514	0.49619403	1.0986832	1.503487	1.2426258	0.49050975	9	"CA"
"CA20"	6001.0	2006.0	"D"	45.0	0.2386319	0.21091269	0.57050633	0.5920996	0.7058525	0.75912154	0.18975514	0.49619403	1.0986832	1.503487	1.2426258	0.49050975	12	"CA"
"CA16"	6001.0	2006.0	"D"	100.0	0.2386319	0.21091269	0.57050633	0.5920996	0.7058525	0.75912154	0.18975514	0.49619403	1.0986832	1.503487	1.2426258	0.49050975	7	"CA"
"CA18"	6001.0	2007.0	"D"	100.0	-0.17639492	-0.029351063	-0.030055052	0.30743542	0.3830891	-0.11141983	0.27913526	0.23597656	0.48093244	1.0490679	1.444632	0.48148668	9	"CA"
"CA16"	6001.0	2007.0	"D"	100.0	-0.17639492	-0.029351063	-0.030055052	0.30743542	0.3830891	-0.11141983	0.27913526	0.23597656	0.48093244	1.0490679	1.444632	0.48148668	7	"CA"
"CA20"	6001.0	2007.0	"D"	100.0	-0.17639492	-0.029351063	-0.030055052	0.30743542	0.3830891	-0.11141983	0.27913526	0.23597656	0.48093244	1.0490679	1.444632	0.48148668	12	"CA"
"CA16"	6001.0	2008.0	"D"	100.0	-0.27202842	-0.29410955	-0.17764214	-0.16078804	0.14102021	-0.14127557	-0.13532072	0.0154113695	0.02645541	0.2334845	0.6959459	0.95610434	7	"CA"
"CA20"	6001.0	2008.0	"D"	90.0	-0.27202842	-0.29410955	-0.17764214	-0.16078804	0.14102021	-0.14127557	-0.13532072	0.0154113695	0.02645541	0.2334845	0.6959459	0.95610434	12	"CA"
"CA18"	6001.0	2008.0	"D"	100.0	-0.27202842	-0.29410955	-0.17764214	-0.16078804	0.14102021	-0.14127557	-0.13532072	0.0154113695	0.02645541	0.2334845	0.6959459	0.95610434	9	"CA"
"CA18"	6001.0	2009.0	"D"	80.0	-1.1994036	-0.7937103	-0.6011011	-0.504669	-0.4461371	-0.2003984	-1.3449247	-0.91003966	-0.6846745	-0.55142754	-0.3343182	0.030015925	9	"CA"
"CA20"	6001.0	2009.0	"D"	60.0	-1.1994036	-0.7937103	-0.6011011	-0.504669	-0.4461371	-0.2003984	-1.3449247	-0.91003966	-0.6846745	-0.55142754	-0.3343182	0.030015925	12	"CA"
"CA16"	6001.0	2009.0	"D"	80.0	-1.1994036	-0.7937103	-0.6011011	-0.504669	-0.4461371	-0.2003984	-1.3449247	-0.91003966	-0.6846745	-0.55142754	-0.3343182	0.030015925	7	"CA"
"CA16"	6001.0	2010.0	"D"	100.0	-0.21672618	-0.7984072	-0.6382226	-0.57693136	-0.5196116	-0.19729465	0.6418644	-0.63944864	-0.5936129	-0.48222256	-0.4058747	-0.04352166	7	"CA"
"CA18"	6001.0	2010.0	"D"	100.0	-0.21672618	-0.7984072	-0.6382226	-0.57693136	-0.5196116	-0.19729465	0.6418644	-0.63944864	-0.5936129	-0.48222256	-0.4058747	-0.04352166	9	"CA"
"CA20"	6001.0	2010.0	"D"	80.0	-0.21672618	-0.7984072	-0.6382226	-0.57693136	-0.5196116	-0.19729465	0.6418644	-0.63944864	-0.5936129	-0.48222256	-0.4058747	-0.04352166	12	"CA"
"CA16"	6001.0	2011.0	"D"	73.0	-0.121078186	-0.24817196	-0.622352	-0.5944267	-0.5704916	-0.21375884	0.3054711	0.5288655	-0.47688532	-0.4765458	-0.39786237	0.1355573	7	"CA"
"CA18"	6001.0	2011.0	"D"	73.0	-0.121078186	-0.24817196	-0.622352	-0.5944267	-0.5704916	-0.21375884	0.3054711	0.5288655	-0.47688532	-0.4765458	-0.39786237	0.1355573	9	"CA"
"CA20"	6001.0	2011.0	"D"	82.0	-0.121078186	-0.24817196	-0.622352	-0.5944267	-0.5704916	-0.21375884	0.3054711	0.5288655	-0.47688532	-0.4765458	-0.39786237	0.1355573	12	"CA"
"CA10"	6005.0	2003.0	"R"	0.0	0.48803514	0.3903091	0.06623068	0.08708445	0.07706353	-0.11235281	0.7183013	0.29079348	0.0010609949	0.23274592	0.24708578	0.33608836	2	"CA"
"CA10"	6005.0	2004.0	"R"	0.0	0.57256824	0.5800601	0.4668474	0.17357561	0.17180063	-0.106305175	1.0313011	1.030488	0.6359575	0.3229686	0.51198053	0.2557161	2	"CA"
"CA10"	6005.0	2005.0	"R"	0.0	0.065493844	0.36184925	0.34199524	0.37051225	0.10044884	-0.085360624	0.7357633	1.0139776	1.0986044	0.78168035	0.4709813	0.09805195	2	"CA"
"CA10"	6005.0	2006.0	"R"	9.0	0.2509555	0.17106165	0.31555012	0.3394731	0.34969708	-0.023969032	0.30525577	0.6775492	0.9242107	1.0784072	0.81164795	0.13165323	2	"CA"
"CA10"	6005.0	2007.0	"R"	0.0	-0.15747383	0.028177554	-0.015031165	0.14406827	0.1875485	-0.12413729	0.44477275	0.40565342	0.74455696	0.9905093	1.1502151	0.4463837	2	"CA"
"CA10"	6005.0	2008.0	"R"	10.0	-0.27828935	-0.22519158	-0.11709975	-0.14062053	-0.0507361	-0.15526128	-0.24183847	0.026505925	0.07696719	0.3435819	0.58328927	0.5117783	2	"CA"
"CA10"	6005.0	2009.0	"D"	47.0	-1.2211257	-0.84990263	-0.63269734	-0.5002341	-0.45132086	-0.19822097	-1.1655996	-0.8514612	-0.5804948	-0.45007005	-0.2350471	0.02579047	2	"CA"
"CA10"	6005.0	2010.0	"D"	50.0	-0.0696188	-0.784885	-0.64095265	-0.56553245	-0.47814956	-0.20974097	0.4533745	-0.5719833	-0.58817285	-0.4354032	-0.35355377	-0.16190775	2	"CA"
"CA10"	6005.0	2011.0	"D"	73.0	0.044907104	-0.072147496	-0.57454544	-0.5700698	-0.53950274	-0.20715131	0.18941343	0.30632606	-0.44642982	-0.49091294	-0.38673413	-0.099106476	2	"CA"
"CA15"	6013.0	2003.0	"R"	0.0	0.2742882	0.3050713	-0.0052188416	-0.100459866	-0.12397868	-0.055985138	1.0284387	0.5475726	0.057119302	0.3027597	0.35433134	0.5931132	6	"CA"
"CA11"	6013.0	2003.0	"D"	60.0	0.2742882	0.3050713	-0.0052188416	-0.100459866	-0.12397868	-0.055985138	1.0284387	0.5475726	0.057119302	0.3027597	0.35433134	0.5931132	3	"CA"
"CA14"	6013.0	2003.0	"D"	100.0	0.2742882	0.3050713	-0.0052188416	-0.100459866	-0.12397868	-0.055985138	1.0284387	0.5475726	0.057119302	0.3027597	0.35433134	0.5931132	5	"CA"
"CA11"	6013.0	2004.0	"D"	45.0	0.9549314	0.78686696	0.6860373	0.38902506	0.1511011	-0.1655723	1.5387017	1.6506362	1.1859177	0.55912167	0.7802958	0.6022997	3	"CA"
"CA15"	6013.0	2004.0	"R"	0.0	0.9549314	0.78686696	0.6860373	0.38902506	0.1511011	-0.1655723	1.5387017	1.6506362	1.1859177	0.55912167	0.7802958	0.6022997	6	"CA"
"CA14"	6013.0	2004.0	"D"	100.0	0.9549314	0.78686696	0.6860373	0.38902506	0.1511011	-0.1655723	1.5387017	1.6506362	1.1859177	0.55912167	0.7802958	0.6022997	5	"CA"
"CA14"	6013.0	2005.0	"D"	100.0	0.15587541	0.6692487	0.627655	0.79078275	0.56344444	0.2528683	0.5870585	1.272219	1.5680292	1.2477866	0.7014145	0.34759775	5	"CA"
"CA11"	6013.0	2005.0	"D"	40.0	0.15587541	0.6692487	0.627655	0.79078275	0.56344444	0.2528683	0.5870585	1.272219	1.5680292	1.2477866	0.7014145	0.34759775	3	"CA"
"CA15"	6013.0	2005.0	"R"	0.0	0.15587541	0.6692487	0.627655	0.79078275	0.56344444	0.2528683	0.5870585	1.272219	1.5680292	1.2477866	0.7014145	0.34759775	6	"CA"
"CA11"	6013.0	2006.0	"D"	45.0	0.2386319	0.21091269	0.57050633	0.5920996	0.7058525	0.75912154	0.18975514	0.49619403	1.0986832	1.503487	1.2426258	0.49050975	3	"CA"
"CA14"	6013.0	2006.0	"D"	100.0	0.2386319	0.21091269	0.57050633	0.5920996	0.7058525	0.75912154	0.18975514	0.49619403	1.0986832	1.503487	1.2426258	0.49050975	5	"CA"
"CA15"	6013.0	2006.0	"R"	9.0	0.2386319	0.21091269	0.57050633	0.5920996	0.7058525	0.75912154	0.18975514	0.49619403	1.0986832	1.503487	1.2426258	0.49050975	6	"CA"
"CA15"	6013.0	2007.0	"R"	0.0	-0.17639492	-0.029351063	-0.030055052	0.30743542	0.3830891	-0.11141983	0.27913526	0.23597656	0.48093244	1.0490679	1.444632	0.48148668	6	"CA"
"CA11"	6013.0	2007.0	"D"	100.0	-0.17639492	-0.029351063	-0.030055052	0.30743542	0.3830891	-0.11141983	0.27913526	0.23597656	0.48093244	1.0490679	1.444632	0.48148668	3	"CA"
"CA14"	6013.0	2007.0	"D"	100.0	-0.17639492	-0.029351063	-0.030055052	0.30743542	0.3830891	-0.11141983	0.27913526	0.23597656	0.48093244	1.0490679	1.444632	0.48148668	5	"CA"
"CA15"	6013.0	2008.0	"R"	20.0	-0.27202842	-0.29410955	-0.17764214	-0.16078804	0.14102021	-0.14127557	-0.13532072	0.0154113695	0.02645541	0.2334845	0.6959459	0.95610434	6	"CA"
"CA14"	6013.0	2008.0	"D"	100.0	-0.27202842	-0.29410955	-0.17764214	-0.16078804	0.14102021	-0.14127557	-0.13532072	0.0154113695	0.02645541	0.2334845	0.6959459	0.95610434	5	"CA"
"CA11"	6013.0	2008.0	"D"	100.0	-0.27202842	-0.29410955	-0.17764214	-0.16078804	0.14102021	-0.14127557	-0.13532072	0.0154113695	0.02645541	0.2334845	0.6959459	0.95610434	3	"CA"
"CA11"	6013.0	2009.0	"D"	73.0	-1.1994036	-0.7937103	-0.6011011	-0.504669	-0.4461371	-0.2003984	-1.3449247	-0.91003966	-0.6846745	-0.55142754	-0.3343182	0.030015925	3	"CA"
"CA15"	6013.0	2009.0	"D"	80.0	-1.1994036	-0.7937103	-0.6011011	-0.504669	-0.4461371	-0.2003984	-1.3449247	-0.91003966	-0.6846745	-0.55142754	-0.3343182	0.030015925	6	"CA"
"CA14"	6013.0	2009.0	"D"	100.0	-1.1994036	-0.7937103	-0.6011011	-0.504669	-0.4461371	-0.2003984	-1.3449247	-0.91003966	-0.6846745	-0.55142754	-0.3343182	0.030015925	5	"CA"
"CA11"	6013.0	2010.0	"D"	100.0	-0.21672618	-0.7984072	-0.6382226	-0.57693136	-0.5196116	-0.19729465	0.6418644	-0.63944864	-0.5936129	-0.48222256	-0.4058747	-0.04352166	3	"CA"
"CA14"	6013.0	2010.0	"D"	100.0	-0.21672618	-0.7984072	-0.6382226	-0.57693136	-0.5196116	-0.19729465	0.6418644	-0.63944864	-0.5936129	-0.48222256	-0.4058747	-0.04352166	5	"CA"
"CA15"	6013.0	2010.0	"D"	100.0	-0.21672618	-0.7984072	-0.6382226	-0.57693136	-0.5196116	-0.19729465	0.6418644	-0.63944864	-0.5936129	-0.48222256	-0.4058747	-0.04352166	6	"CA"
"CA11"	6013.0	2011.0	"D"	73.0	-0.121078186	-0.24817196	-0.622352	-0.5944267	-0.5704916	-0.21375884	0.3054711	0.5288655	-0.47688532	-0.4765458	-0.39786237	0.1355573	3	"CA"
"CA15"	6013.0	2011.0	"D"	82.0	-0.121078186	-0.24817196	-0.622352	-0.5944267	-0.5704916	-0.21375884	0.3054711	0.5288655	-0.47688532	-0.4765458	-0.39786237	0.1355573	6	"CA"
"CA14"	6013.0	2011.0	"D"	80.0	-0.121078186	-0.24817196	-0.622352	-0.5944267	-0.5704916	-0.21375884	0.3054711	0.5288655	-0.47688532	-0.4765458	-0.39786237	0.1355573	5	"CA"
"CA4"	6017.0	2003.0	"R"	0.0	0.48803514	0.3903091	0.06623068	0.08708445	0.07706353	-0.11235281	0.7183013	0.29079348	0.0010609949	0.23274592	0.24708578	0.33608836	32	"CA"
"CA4"	6017.0	2004.0	"R"	0.0	0.57256824	0.5800601	0.4668474	0.17357561	0.17180063	-0.106305175	1.0313011	1.030488	0.6359575	0.3229686	0.51198053	0.2557161	32	"CA"
"CA4"	6017.0	2005.0	"R"	0.0	0.065493844	0.36184925	0.34199524	0.37051225	0.10044884	-0.085360624	0.7357633	1.0139776	1.0986044	0.78168035	0.4709813	0.09805195	32	"CA"
"CA4"	6017.0	2006.0	"R"	0.0	0.2509555	0.17106165	0.31555012	0.3394731	0.34969708	-0.023969032	0.30525577	0.6775492	0.9242107	1.0784072	0.81164795	0.13165323	32	"CA"
"CA4"	6017.0	2007.0	"R"	0.0	-0.15747383	0.028177554	-0.015031165	0.14406827	0.1875485	-0.12413729	0.44477275	0.40565342	0.74455696	0.9905093	1.1502151	0.4463837	32	"CA"
"CA4"	6017.0	2008.0	"R"	0.0	-0.27828935	-0.22519158	-0.11709975	-0.14062053	-0.0507361	-0.15526128	-0.24183847	0.026505925	0.07696719	0.3435819	0.58328927	0.5117783	32	"CA"
"CA4"	6017.0	2009.0	"R"	13.0	-1.2211257	-0.84990263	-0.63269734	-0.5002341	-0.45132086	-0.19822097	-1.1655996	-0.8514612	-0.5804948	-0.45007005	-0.2350471	0.02579047	32	"CA"
"CA4"	6017.0	2010.0	"R"	0.0	-0.0696188	-0.784885	-0.64095265	-0.56553245	-0.47814956	-0.20974097	0.4533745	-0.5719833	-0.58817285	-0.4354032	-0.35355377	-0.16190775	32	"CA"
"CA4"	6017.0	2011.0	"R"	40.0	0.044907104	-0.072147496	-0.57454544	-0.5700698	-0.53950274	-0.20715131	0.18941343	0.30632606	-0.44642982	-0.49091294	-0.38673413	-0.099106476	32	"CA"
"CA31"	6019.0	2003.0	"D"	80.0	0.43119344	0.2544918	0.0055327765	0.031788204	-0.013585942	-0.15306084	0.5816062	0.1002777	-0.15666643	0.055011656	0.097071	0.4449981	24	"CA"
"CA29"	6019.0	2003.0	"R"	0.0	0.43119344	0.2544918	0.0055327765	0.031788204	-0.013585942	-0.15306084	0.5816062	0.1002777	-0.15666643	0.055011656	0.097071	0.4449981	21	"CA"
"CA31"	6019.0	2004.0	"D"	73.0	0.65639424	0.58509874	0.35477453	0.07821726	0.08452294	-0.15304476	0.99405617	0.90885484	0.44706625	0.15458782	0.31671795	0.25730115	24	"CA"
"CA29"	6019.0	2004.0	"R"	0.0	0.65639424	0.58509874	0.35477453	0.07821726	0.08452294	-0.15304476	0.99405617	0.90885484	0.44706625	0.15458782	0.31671795	0.25730115	21	"CA"
"CA31"	6019.0	2005.0	"D"	40.0	0.12626088	0.40551695	0.33107015	0.25010797	0.0071221786	-0.14932889	0.6351083	0.9252645	0.9327898	0.5745424	0.28645608	0.1290997	24	"CA"
"CA29"	6019.0	2005.0	"R"	0.0	0.12626088	0.40551695	0.33107015	0.25010797	0.0071221786	-0.14932889	0.6351083	0.9252645	0.9327898	0.5745424	0.28645608	0.1290997	21	"CA"
"CA31"	6019.0	2006.0	"D"	55.0	0.2881552	0.22091931	0.3479082	0.34507284	0.24807882	-0.12046643	0.2372932	0.5272051	0.78403527	0.873596	0.59042203	0.09328365	24	"CA"
"CA29"	6019.0	2006.0	"R"	0.0	0.2881552	0.22091931	0.3479082	0.34507284	0.24807882	-0.12046643	0.2372932	0.5272051	0.78403527	0.873596	0.59042203	0.09328365	21	"CA"
"CA29"	6019.0	2007.0	"R"	0.0	0.056969356	0.13956767	0.053807862	0.16327795	0.16956703	-0.15759544	0.48844388	0.3905662	0.61420375	0.8587716	0.95949656	0.35623944	21	"CA"
"CA31"	6019.0	2007.0	"D"	92.0	0.056969356	0.13956767	0.053807862	0.16327795	0.16956703	-0.15759544	0.48844388	0.3905662	0.61420375	0.8587716	0.95949656	0.35623944	24	"CA"
"CA31"	6019.0	2008.0	"D"	80.0	-0.23293312	-0.13346581	-0.09358774	-0.11668742	-0.053035233	-0.17227744	-0.2881425	0.0469965	0.087831914	0.29376295	0.52972674	0.3844264	24	"CA"
"CA29"	6019.0	2008.0	"R"	0.0	-0.23293312	-0.13346581	-0.09358774	-0.11668742	-0.053035233	-0.17227744	-0.2881425	0.0469965	0.087831914	0.29376295	0.52972674	0.3844264	21	"CA"
"CA29"	6019.0	2009.0	"R"	13.0	-1.232977	-0.85348386	-0.5969579	-0.49419403	-0.43648332	-0.20119329	-1.1854433	-0.9148333	-0.5979023	-0.46671933	-0.27434593	-0.12034585	21	"CA"
"CA31"	6019.0	2009.0	"Other"	53.0	-1.232977	-0.85348386	-0.5969579	-0.49419403	-0.43648332	-0.20119329	-1.1854433	-0.9148333	-0.5979023	-0.46671933	-0.27434593	-0.12034585	24	"CA"
"CA29"	6019.0	2010.0	"R"	20.0	-0.0058101383	-0.77912855	-0.6429436	-0.554334	-0.4831218	-0.211069	0.5308202	-0.54424053	-0.5987771	-0.41305453	-0.3317263	-0.2228877	21	"CA"
"CA31"	6019.0	2010.0	"Other"	90.0	-0.0058101383	-0.77912855	-0.6429436	-0.554334	-0.4831218	-0.211069	0.5308202	-0.54424053	-0.5987771	-0.41305453	-0.3317263	-0.2228877	24	"CA"
"CA29"	6019.0	2011.0	"R"	25.0	-0.18870758	-0.17163485	-0.6212385	-0.6044158	-0.549843	-0.21055624	0.25338915	0.38561663	-0.39770046	-0.48154715	-0.35332754	-0.1303289	21	"CA"
"CA31"	6019.0	2011.0	"D"	64.0	-0.18870758	-0.17163485	-0.6212385	-0.6044158	-0.549843	-0.21055624	0.25338915	0.38561663	-0.39770046	-0.48154715	-0.35332754	-0.1303289	24	"CA"
"CA80"	6025.0	2003.0	"R"	0.0	0.22347458	0.5646453	-0.28590587	-0.26792875	-0.123802245	-0.17815842	1.7258397	0.30061543	-0.023065776	0.27982825	0.5477915	1.1539489	76	"CA"
"CA80"	6025.0	2004.0	"R"	0.0	2.7388623	1.4054103	1.195828	0.030131647	-0.047781058	-0.1314457	2.3915863	2.37302	1.0802811	0.6244533	0.7602072	1.0788885	76	"CA"
"CA80"	6025.0	2005.0	"R"	10.0	2.840406	3.7388334	1.8983344	1.6509743	0.27472025	-0.05714099	2.4470685	2.799455	2.8216145	1.6468952	1.1010318	1.1262449	76	"CA"
"CA80"	6025.0	2006.0	"R"	9.0	3.909742	4.8004847	5.227853	3.2580907	2.662391	0.05635105	1.6888119	2.5398412	2.8209732	2.9149392	1.8427606	0.9246566	76	"CA"
"CA80"	6025.0	2007.0	"R"	8.0	-1.1536492	0.261542	0.7134615	1.3265711	0.9157415	-0.12711053	2.5743167	2.4389098	3.103734	3.3396125	3.388642	1.6029347	76	"CA"
"CA80"	6025.0	2008.0	"R"	10.0	-0.42183384	-0.8248499	-0.095199235	0.2559425	0.7112616	-0.16337559	3.1321447	3.3810797	3.092643	3.382181	3.545343	2.0763085	76	"CA"
"CA80"	6025.0	2009.0	"D"	47.0	-1.8217084	-1.1608821	-0.89867926	-0.6280434	-0.4801755	-0.22159237	-3.3769245	-0.83152324	0.13318127	0.4489739	0.8349179	0.59490395	76	"CA"
"CA80"	6025.0	2010.0	"D"	80.0	0.186835	-1.0765786	-0.81493527	-0.7748928	-0.5838006	-0.22239234	4.386304	-0.42982736	0.7330181	1.287739	1.3613801	0.9611075	76	"CA"
"CA80"	6025.0	2011.0	"D"	64.0	1.0703081	0.6680324	-0.4792817	-0.53552336	-0.61766	-0.19077633	2.3746164	4.3258	0.45355427	1.3474011	1.7284431	1.5408491	76	"CA"
"CA32"	6029.0	2003.0	"R"	0.0	0.32008827	0.18574165	-0.035026357	-0.076652914	-0.13640405	-0.12649134	1.1501136	0.59249556	-0.021778444	0.30177644	0.22570208	0.32336652	25	"CA"
"CA32"	6029.0	2004.0	"R"	0.0	0.90196824	0.5871829	0.32832736	-0.0017434194	-0.03793928	-0.18160804	2.0120826	2.0636437	1.5330615	0.60385686	0.970425	0.44147664	25	"CA"
"CA32"	6029.0	2005.0	"R"	0.0	-0.002771786	0.48346058	0.31531435	0.23834473	-0.033767097	-0.15084355	1.6705233	2.168299	2.3746614	1.8923523	1.0017408	0.27618328	25	"CA"
"CA32"	6029.0	2006.0	"R"	0.0	0.35513985	0.17198959	0.56787884	0.42269284	0.27760935	-0.12869588	0.6249359	1.638501	2.0883238	2.4194014	1.9762263	0.41375288	25	"CA"
"CA32"	6029.0	2007.0	"R"	0.0	-0.06543603	0.11598665	0.018045595	0.23006243	0.17141223	-0.17170611	1.1340824	1.0523282	1.9817996	2.5089586	2.9017777	1.2656354	25	"CA"
"CA32"	6029.0	2008.0	"R"	0.0	0.074353725	0.02699324	0.15659243	0.043913927	0.38389403	-0.16005825	-0.35303006	0.294805	0.40253675	1.0240412	1.5182347	1.2647425	25	"CA"
"CA32"	6029.0	2009.0	"R"	0.0	-1.4096926	-0.8800479	-0.61609733	-0.48859996	-0.4684876	-0.2117895	-1.9356592	-1.3024944	-0.8199746	-0.5885898	-0.17450117	0.08939997	25	"CA"
"CA32"	6029.0	2010.0	"R"	10.0	-0.14473303	-0.8514039	-0.64998335	-0.55312437	-0.48433933	-0.21904136	1.0018035	-0.87658626	-0.8147934	-0.5214081	-0.37459886	0.04422306	25	"CA"
"CA32"	6029.0	2011.0	"R"	18.0	-0.012646544	-0.16950108	-0.6460573	-0.5963754	-0.54603016	-0.21816143	0.62013805	0.9656388	-0.5556003	-0.5813309	-0.37309393	0.3392166	25	"CA"
"CA30"	6031.0	2003.0	"D"	50.0	0.43119344	0.2544918	0.0055327765	0.031788204	-0.013585942	-0.15306084	0.5816062	0.1002777	-0.15666643	0.055011656	0.097071	0.4449981	23	"CA"
"CA30"	6031.0	2004.0	"D"	9.0	0.65639424	0.58509874	0.35477453	0.07821726	0.08452294	-0.15304476	0.99405617	0.90885484	0.44706625	0.15458782	0.31671795	0.25730115	23	"CA"
"CA30"	6031.0	2005.0	"D"	30.0	0.12626088	0.40551695	0.33107015	0.25010797	0.0071221786	-0.14932889	0.6351083	0.9252645	0.9327898	0.5745424	0.28645608	0.1290997	23	"CA"
"CA30"	6031.0	2006.0	"D"	9.0	0.2881552	0.22091931	0.3479082	0.34507284	0.24807882	-0.12046643	0.2372932	0.5272051	0.78403527	0.873596	0.59042203	0.09328365	23	"CA"
"CA30"	6031.0	2007.0	"D"	33.0	0.056969356	0.13956767	0.053807862	0.16327795	0.16956703	-0.15759544	0.48844388	0.3905662	0.61420375	0.8587716	0.95949656	0.35623944	23	"CA"
"CA30"	6031.0	2008.0	"D"	60.0	-0.23293312	-0.13346581	-0.09358774	-0.11668742	-0.053035233	-0.17227744	-0.2881425	0.0469965	0.087831914	0.29376295	0.52972674	0.3844264	23	"CA"
"CA30"	6031.0	2009.0	"R"	7.0	-1.232977	-0.85348386	-0.5969579	-0.49419403	-0.43648332	-0.20119329	-1.1854433	-0.9148333	-0.5979023	-0.46671933	-0.27434593	-0.12034585	23	"CA"
"CA30"	6031.0	2010.0	"R"	20.0	-0.0058101383	-0.77912855	-0.6429436	-0.554334	-0.4831218	-0.211069	0.5308202	-0.54424053	-0.5987771	-0.41305453	-0.3317263	-0.2228877	23	"CA"
"CA30"	6031.0	2011.0	"R"	27.0	-0.18870758	-0.17163485	-0.6212385	-0.6044158	-0.549843	-0.21055624	0.25338915	0.38561663	-0.39770046	-0.48154715	-0.35332754	-0.1303289	23	"CA"
"CA39"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	31	"CA"
"CA57"	6037.0	2003.0	"D"	70.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	50	"CA"
"CA55"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	48	"CA"
"CA36"	6037.0	2003.0	"R"	0.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	28	"CA"
"CA58"	6037.0	2003.0	"D"	90.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	51	"CA"
"CA45"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	38	"CA"
"CA40"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	33	"CA"
"CA41"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	34	"CA"
"CA49"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	42	"CA"
"CA44"	6037.0	2003.0	"D"	90.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	37	"CA"
"CA52"	6037.0	2003.0	"D"	100.0	0.1445149	0.1341251	-0.13543496	-0.12855133	-0.14307494	-0.16676594	0.7604267	0.36800945	-0.008134089	0.20122986	0.19861722	0.40596128	46	"CA"
